speed_knots,dwell_hours,expected_dwell_hours,delay_hours,weather_score,port_congestion,route_segment,cargo_type,is_delayed,is_anomaly,risk_level
10.39,3.01,2.0,0.22,0.124,0.361,North Atlantic,Chemicals,0,0,0
12.02,3.38,4.0,1.2,0.321,0.181,Arabian Sea,Perishables,0,0,0
12.47,9.7,4.0,1.25,0.151,0.132,Yellow Sea,Chemicals,0,0,0
18.65,2.79,4.0,1.07,0.09,0.082,Yellow Sea,Electronics,0,0,0
6.33,5.32,4.0,13.56,0.185,0.273,South China Sea,Electronics,1,0,0
13.5,3.99,4.0,7.34,0.462,0.136,North Atlantic,Perishables,1,0,0
15.39,1.09,8.0,13.07,0.791,0.486,Red Sea,General,1,0,1
14.08,0.22,6.0,0.81,0.167,0.044,Indian Ocean,Chemicals,0,0,0
19.01,0.63,2.0,2.81,0.1,0.319,English Channel,General,0,0,0
14.39,21.93,6.0,0.17,0.094,0.416,Arabian Sea,Automotive,0,0,0
13.49,17.05,6.0,0.66,0.339,0.316,Yellow Sea,Electronics,0,0,0
16.07,2.55,6.0,9.86,0.665,0.454,Red Sea,General,1,0,0
14.16,2.51,4.0,1.3,0.168,0.263,Indian Ocean,Chemicals,0,0,0
5.98,1.46,2.0,11.35,0.026,0.091,English Channel,General,1,0,0
10.95,2.74,2.0,0.26,0.293,0.437,North Atlantic,General,0,0,0
17.51,18.25,6.0,1.71,0.062,0.383,Mediterranean,Chemicals,0,0,0
9.74,11.55,8.0,9.54,0.62,0.349,Strait of Malacca,Electronics,1,0,0
10.69,1.46,2.0,0.68,0.201,0.043,Yellow Sea,General,0,0,0
11.2,1.69,4.0,0.32,0.087,0.433,Mediterranean,Chemicals,0,0,0
17.42,9.0,6.0,1.36,0.017,0.331,Atlantic,Automotive,0,0,0
11.76,4.49,2.0,62.59,0.692,0.118,Open Ocean,General,1,0,1
9.33,5.89,8.0,1.12,0.097,0.168,Yellow Sea,Automotive,0,0,0
14.82,4.47,4.0,2.1,0.068,0.285,Open Ocean,Perishables,0,0,0
13.87,1.74,2.0,1.18,0.009,0.123,Cape of Good Hope,Electronics,0,0,0
13.96,2.1,6.0,0.62,0.38,0.475,English Channel,General,0,0,0
14.42,21.37,8.0,0.07,0.365,0.558,Suez Canal,Electronics,0,0,0
14.9,4.4,4.0,0.14,0.061,0.092,North Atlantic,Perishables,0,0,0
11.35,1.07,2.0,1.76,0.04,0.257,Mediterranean,General,0,0,0
14.97,3.4,4.0,8.57,0.973,0.326,Suez Canal,General,1,0,1
20.82,2.11,4.0,3.06,0.07,0.188,Open Ocean,Electronics,0,0,0
13.57,20.78,6.0,2.64,0.105,0.156,Yellow Sea,Perishables,0,0,0
17.09,3.39,4.0,18.4,0.613,0.135,Indian Ocean,Perishables,1,0,0
15.64,4.36,8.0,1.4,0.34,0.389,Atlantic,Chemicals,0,0,0
11.58,0.34,4.0,7.17,0.427,0.323,Suez Canal,Automotive,1,0,0
15.15,8.7,4.0,2.06,0.524,0.384,Yellow Sea,Perishables,0,0,0
13.76,2.88,2.0,1.19,0.581,0.44,Strait of Malacca,Electronics,0,0,0
13.33,5.61,4.0,1.34,0.252,0.076,Pacific,General,0,0,0
14.14,0.25,6.0,3.83,0.102,0.123,South China Sea,Perishables,0,0,0
13.36,7.86,4.0,1.44,0.157,0.086,Indian Ocean,Perishables,0,0,0
17.49,1.59,4.0,2.58,0.098,0.246,English Channel,Electronics,0,0,0
15.45,6.06,4.0,3.14,0.434,0.453,Pacific,Perishables,0,0,0
8.25,4.2,8.0,3.71,0.509,0.173,Open Ocean,Automotive,0,0,0
16.1,2.64,8.0,0.79,0.282,0.29,English Channel,Electronics,0,0,0
13.5,0.88,4.0,3.02,0.246,0.149,Mediterranean,Perishables,0,0,0
15.93,10.55,6.0,0.59,0.486,0.053,Suez Canal,Electronics,0,0,0
13.04,0.04,8.0,7.17,0.229,0.378,Mediterranean,Perishables,1,0,0
10.71,3.85,4.0,5.07,0.109,0.065,Open Ocean,Perishables,1,0,0
10.38,1.18,4.0,0.66,0.025,0.309,Cape of Good Hope,Chemicals,0,0,0
12.08,12.06,6.0,0.6,0.545,0.265,Suez Canal,General,0,0,0
15.48,1.92,2.0,12.57,0.746,0.328,Open Ocean,Chemicals,1,0,0
14.95,1.97,2.0,0.43,0.422,0.057,Strait of Malacca,General,0,0,0
12.33,1.09,2.0,16.92,0.672,0.261,Suez Canal,Automotive,1,0,0
11.5,2.98,2.0,6.11,0.473,0.313,Atlantic,Chemicals,1,0,0
14.79,3.6,2.0,0.39,0.272,0.274,Pacific,Chemicals,0,0,0
12.3,9.76,6.0,0.94,0.189,0.399,Pacific,General,0,0,0
15.37,5.01,6.0,3.33,0.327,0.423,Open Ocean,Automotive,0,0,0
16.73,18.88,6.0,4.83,0.257,0.277,Mediterranean,Chemicals,1,0,0
10.4,1.17,2.0,2.29,0.086,0.425,Indian Ocean,Automotive,0,0,0
12.97,3.41,6.0,1.6,0.264,0.406,Indian Ocean,Electronics,0,0,0
12.67,0.15,2.0,20.63,0.773,0.374,Red Sea,General,1,0,1
12.26,9.13,6.0,1.1,0.002,0.065,North Atlantic,Chemicals,0,0,0
14.27,0.58,2.0,0.33,0.037,0.317,English Channel,General,0,0,0
13.7,0.21,6.0,2.43,0.005,0.108,Mediterranean,Chemicals,0,0,0
13.05,0.1,8.0,3.74,0.17,0.237,Mediterranean,Automotive,0,0,0
15.12,7.84,2.0,0.5,0.002,0.114,Pacific,Automotive,0,0,0
12.47,9.05,6.0,0.34,0.244,0.282,English Channel,Automotive,0,0,0
13.95,0.63,8.0,4.79,0.212,0.554,English Channel,Electronics,1,0,0
14.23,0.83,6.0,1.5,0.507,0.254,Strait of Malacca,Chemicals,0,0,0
12.88,7.76,8.0,0.7,0.025,0.441,English Channel,Automotive,0,0,0
11.89,1.18,2.0,1.42,0.788,0.181,Suez Canal,General,0,0,0
10.47,3.27,6.0,6.92,0.139,0.343,English Channel,Chemicals,1,0,0
9.66,0.32,8.0,1.69,0.014,0.305,Pacific,General,0,0,0
13.77,0.19,2.0,0.13,0.029,0.396,Mediterranean,Chemicals,0,0,0
15.01,1.7,2.0,1.3,0.16,0.249,North Atlantic,Perishables,0,0,0
14.72,0.72,4.0,0.56,0.348,0.093,Suez Canal,Automotive,0,0,0
16.59,4.1,4.0,0.45,0.338,0.285,Cape of Good Hope,Automotive,0,0,0
16.24,0.41,6.0,7.18,0.631,0.282,Strait of Malacca,Automotive,1,0,0
13.28,2.18,2.0,3.54,0.445,0.291,Red Sea,Electronics,0,0,0
11.11,4.78,2.0,3.33,0.341,0.144,Atlantic,General,0,0,0
10.94,2.24,4.0,0.75,0.03,0.422,Mediterranean,Chemicals,0,0,0
15.02,3.15,4.0,2.25,0.488,0.324,Cape of Good Hope,Chemicals,0,0,0
16.54,4.04,6.0,1.6,0.122,0.451,Open Ocean,Chemicals,0,0,0
12.82,0.27,2.0,6.19,0.305,0.504,Indian Ocean,Automotive,1,0,0
11.4,35.12,6.0,0.0,0.082,0.093,Arabian Sea,Electronics,0,1,0
10.32,3.78,2.0,2.35,0.124,0.287,South China Sea,Chemicals,0,0,0
11.62,4.64,8.0,1.49,0.19,0.538,North Atlantic,Perishables,0,0,0
13.93,6.51,4.0,3.98,0.059,0.271,Open Ocean,Electronics,0,0,0
16.66,5.06,4.0,6.98,0.094,0.29,South China Sea,Automotive,1,0,0
13.89,5.39,6.0,0.63,0.299,0.428,Arabian Sea,Chemicals,0,0,0
13.43,5.82,8.0,0.68,0.135,0.356,Yellow Sea,Electronics,0,0,0
11.77,4.37,6.0,3.57,0.444,0.214,Strait of Malacca,General,0,0,0
13.76,0.68,2.0,7.09,0.012,0.52,Pacific,Perishables,1,0,0
11.32,1.83,4.0,1.79,0.516,0.298,English Channel,Chemicals,0,0,0
12.99,0.48,4.0,6.64,0.784,0.354,Suez Canal,Chemicals,1,0,0
16.29,0.38,8.0,2.97,0.352,0.308,English Channel,Perishables,0,0,0
15.86,2.76,6.0,1.65,0.223,0.132,South China Sea,Electronics,0,0,0
13.77,12.28,8.0,2.76,0.113,0.233,Open Ocean,Perishables,0,0,0
13.38,2.48,4.0,0.37,0.288,0.249,Indian Ocean,Chemicals,0,0,0
19.25,13.41,8.0,5.78,0.067,0.433,Atlantic,Perishables,1,0,0
12.51,6.88,4.0,3.6,0.587,0.186,Open Ocean,Automotive,0,0,0
11.93,2.19,4.0,0.25,0.48,0.067,Strait of Malacca,Perishables,0,0,0
8.13,0.49,4.0,3.77,0.541,0.456,Red Sea,Automotive,0,0,0
16.15,0.88,8.0,1.85,0.256,0.175,Arabian Sea,Automotive,0,0,0
19.57,10.61,6.0,1.64,0.141,0.048,Arabian Sea,Automotive,0,0,0
15.34,4.4,8.0,1.16,0.358,0.301,Strait of Malacca,General,0,0,0
16.55,1.43,4.0,1.73,0.138,0.131,Arabian Sea,General,0,0,0
16.44,2.84,4.0,0.07,0.318,0.327,English Channel,Automotive,0,0,0
12.64,0.84,4.0,1.34,0.241,0.514,Arabian Sea,Perishables,0,0,0
19.92,22.51,6.0,2.28,0.489,0.047,Yellow Sea,Perishables,0,0,0
11.41,6.83,6.0,12.9,0.676,0.192,Suez Canal,General,1,0,0
12.33,0.33,8.0,1.89,0.082,0.67,South China Sea,General,0,0,0
15.16,1.48,2.0,1.36,0.583,0.221,Cape of Good Hope,Chemicals,0,0,0
11.98,0.21,8.0,2.38,0.515,0.27,Mediterranean,General,0,0,0
12.92,3.05,2.0,1.42,0.278,0.105,Atlantic,Chemicals,0,0,0
16.19,2.08,2.0,1.2,0.163,0.555,Arabian Sea,General,0,0,0
13.09,5.24,8.0,0.14,0.45,0.138,Cape of Good Hope,Electronics,0,0,0
14.85,1.67,2.0,0.54,0.318,0.031,Strait of Malacca,General,0,0,0
11.67,1.66,2.0,2.34,0.013,0.096,Mediterranean,General,0,0,0
18.56,0.04,2.0,0.12,0.068,0.37,North Atlantic,General,0,0,0
14.52,14.29,8.0,0.89,0.174,0.111,Indian Ocean,Automotive,0,0,0
12.91,2.38,2.0,0.21,0.279,0.092,Strait of Malacca,Electronics,0,0,0
16.09,1.04,6.0,1.14,0.331,0.366,Arabian Sea,Automotive,0,0,0
19.04,0.78,2.0,1.58,0.162,0.029,South China Sea,Automotive,0,0,0
18.74,5.36,2.0,0.01,0.42,0.199,South China Sea,Electronics,0,0,0
16.6,3.53,4.0,0.4,0.228,0.131,Mediterranean,Electronics,0,0,0
18.09,0.46,2.0,4.47,0.11,0.332,North Atlantic,Electronics,1,0,0
10.9,18.35,4.0,4.13,0.366,0.263,Pacific,Chemicals,1,1,0
16.39,9.46,8.0,1.1,0.396,0.138,Indian Ocean,Perishables,0,0,0
16.45,3.18,6.0,1.63,0.282,0.208,English Channel,Perishables,0,0,0
11.35,8.36,4.0,7.03,0.174,0.074,Pacific,Electronics,1,0,0
19.24,0.12,2.0,0.55,0.125,0.412,Pacific,Chemicals,0,0,0
18.36,1.7,6.0,1.96,0.033,0.07,Pacific,Chemicals,0,0,0
10.86,17.05,6.0,2.74,0.182,0.631,Yellow Sea,Perishables,0,0,0
15.18,2.36,8.0,1.38,0.298,0.172,Cape of Good Hope,Automotive,0,0,0
10.73,2.35,2.0,4.87,0.204,0.232,Pacific,Electronics,1,0,0
17.77,0.96,2.0,4.59,0.381,0.052,Suez Canal,Perishables,1,0,0
16.76,2.71,4.0,0.94,0.432,0.252,Mediterranean,Automotive,0,0,0
23.42,2.57,4.0,0.37,0.294,0.245,Yellow Sea,Electronics,0,0,0
17.69,0.84,2.0,0.3,0.387,0.422,Strait of Malacca,Electronics,0,0,0
13.04,1.18,4.0,3.99,0.253,0.316,Atlantic,Automotive,0,0,0
14.27,1.11,6.0,5.79,0.63,0.527,Suez Canal,General,1,0,0
13.88,0.35,6.0,1.28,0.004,0.518,Mediterranean,Perishables,0,0,0
14.14,2.54,2.0,3.12,0.402,0.351,Indian Ocean,Electronics,0,0,0
17.56,2.48,2.0,2.11,0.036,0.551,South China Sea,Electronics,0,0,0
15.07,9.4,8.0,2.57,0.452,0.231,English Channel,General,0,0,0
11.88,26.96,6.0,0.92,0.44,0.499,Cape of Good Hope,Electronics,0,1,0
9.81,1.1,6.0,4.23,0.282,0.293,Yellow Sea,Perishables,1,0,0
13.6,1.5,8.0,12.33,0.865,0.169,Suez Canal,General,1,0,1
14.45,15.08,4.0,0.23,0.244,0.357,English Channel,General,0,0,0
11.2,14.18,4.0,1.81,0.183,0.293,Mediterranean,Perishables,0,0,0
14.31,1.23,6.0,28.96,0.651,0.206,Strait of Malacca,Perishables,1,0,1
11.65,10.37,6.0,1.3,0.174,0.099,South China Sea,Electronics,0,0,0
16.63,3.92,2.0,1.59,0.192,0.464,South China Sea,Automotive,0,0,0
14.87,7.42,6.0,4.33,0.164,0.2,English Channel,General,1,0,0
17.79,8.28,8.0,1.94,0.292,0.147,English Channel,Electronics,0,0,0
13.72,1.68,6.0,4.65,0.409,0.465,Strait of Malacca,Electronics,1,0,0
13.85,2.96,8.0,1.94,0.499,0.103,Strait of Malacca,Perishables,0,0,0
13.54,8.98,6.0,13.06,0.768,0.425,Strait of Malacca,General,1,0,1
13.69,3.12,6.0,3.57,0.287,0.184,South China Sea,Automotive,0,0,0
16.64,2.52,6.0,0.89,0.188,0.293,North Atlantic,Perishables,0,0,0
11.8,6.65,4.0,0.3,0.048,0.47,Arabian Sea,Automotive,0,0,0
17.99,2.07,6.0,10.3,0.604,0.313,Arabian Sea,Chemicals,1,0,0
10.03,0.4,6.0,16.05,0.738,0.161,Suez Canal,Perishables,1,0,1
14.47,2.14,2.0,7.94,0.353,0.304,Mediterranean,Perishables,1,0,0
13.18,0.37,4.0,4.48,0.019,0.473,Yellow Sea,Automotive,1,0,0
14.57,7.43,8.0,0.57,0.195,0.638,North Atlantic,Perishables,0,0,0
20.09,5.56,6.0,0.82,0.126,0.44,Mediterranean,Chemicals,0,0,0
15.72,4.94,6.0,31.85,0.707,0.19,Suez Canal,Automotive,1,0,1
18.45,0.63,4.0,1.23,0.055,0.201,Yellow Sea,General,0,0,0
14.17,5.62,6.0,0.17,0.442,0.18,Indian Ocean,Chemicals,0,0,0
16.82,6.55,2.0,1.56,0.538,0.346,Yellow Sea,General,0,0,0
7.82,7.04,4.0,4.12,0.339,0.301,Yellow Sea,Perishables,1,0,0
14.41,6.98,8.0,1.11,0.168,0.188,Mediterranean,General,0,0,0
5.91,4.29,4.0,15.18,0.487,0.265,North Atlantic,Automotive,1,0,0
14.43,20.52,6.0,0.21,0.044,0.014,South China Sea,Automotive,0,0,0
14.6,1.89,2.0,3.03,0.477,0.108,Suez Canal,Electronics,0,0,0
15.02,0.18,2.0,25.63,0.706,0.196,Cape of Good Hope,Perishables,1,0,1
14.38,2.86,2.0,2.58,0.118,0.224,Cape of Good Hope,Perishables,0,0,0
13.9,0.51,2.0,4.12,0.393,0.551,South China Sea,Electronics,1,0,0
9.72,5.47,4.0,2.68,0.036,0.263,South China Sea,Chemicals,0,0,0
13.66,1.53,4.0,9.03,0.786,0.093,Suez Canal,Chemicals,1,0,0
14.38,1.14,2.0,2.77,0.692,0.252,Red Sea,Perishables,0,0,0
17.67,0.82,8.0,0.13,0.477,0.314,Yellow Sea,Electronics,0,0,0
11.45,3.51,6.0,2.79,0.167,0.263,Arabian Sea,Chemicals,0,0,0
20.71,2.64,2.0,0.43,0.051,0.31,Pacific,Automotive,0,0,0
14.95,9.85,8.0,0.99,0.174,0.155,Arabian Sea,Automotive,0,0,0
14.21,8.16,8.0,0.31,0.1,0.119,Yellow Sea,Perishables,0,0,0
11.56,17.1,8.0,5.12,0.299,0.219,Cape of Good Hope,Perishables,1,0,0
13.64,0.36,4.0,0.88,0.456,0.287,Suez Canal,Chemicals,0,0,0
18.98,4.85,6.0,0.72,0.137,0.546,Open Ocean,Electronics,0,0,0
12.91,0.03,2.0,0.59,0.015,0.127,English Channel,Electronics,0,0,0
12.52,0.13,2.0,1.69,0.498,0.451,Mediterranean,Chemicals,0,0,0
11.36,2.87,6.0,3.58,0.185,0.079,North Atlantic,Electronics,0,0,0
11.96,2.98,2.0,2.55,0.368,0.303,Yellow Sea,Chemicals,0,0,0
16.45,7.79,2.0,5.85,0.134,0.261,North Atlantic,Chemicals,1,0,0
14.02,12.84,6.0,4.99,0.832,0.45,Strait of Malacca,Perishables,1,0,1
16.1,0.28,2.0,1.62,0.015,0.219,Mediterranean,Electronics,0,0,0
16.57,9.62,4.0,27.08,0.707,0.242,Strait of Malacca,General,1,0,1
14.87,2.19,2.0,1.89,0.135,0.346,Arabian Sea,Automotive,0,0,0
17.8,0.39,8.0,6.81,0.443,0.249,Strait of Malacca,General,1,0,0
20.8,2.67,4.0,1.57,0.27,0.207,North Atlantic,Automotive,0,0,0
13.23,0.12,8.0,7.17,0.867,0.389,Red Sea,Chemicals,1,0,1
10.75,12.71,8.0,3.54,0.161,0.067,Yellow Sea,General,0,0,0
13.76,0.41,2.0,2.4,0.1,0.292,Mediterranean,Electronics,0,0,0
14.21,1.46,6.0,12.97,0.683,0.018,English Channel,Chemicals,1,0,0
16.71,3.51,4.0,0.66,0.321,0.146,Strait of Malacca,Perishables,0,0,0
13.2,11.75,8.0,0.78,0.521,0.388,Suez Canal,Electronics,0,0,0
11.75,2.84,2.0,9.87,0.575,0.388,Arabian Sea,General,1,0,0
16.41,0.35,2.0,1.31,0.516,0.342,Atlantic,Chemicals,0,0,0
13.29,1.09,2.0,1.99,0.371,0.243,Cape of Good Hope,General,0,0,0
14.0,3.64,4.0,11.38,0.04,0.002,Open Ocean,Perishables,1,0,0
11.57,0.97,4.0,1.58,0.123,0.16,Yellow Sea,Electronics,0,0,0
14.97,1.96,6.0,3.1,0.515,0.217,Suez Canal,Automotive,0,0,0
15.01,0.08,2.0,5.85,0.734,0.305,Suez Canal,Perishables,1,0,0
18.77,10.15,8.0,1.05,0.404,0.496,Mediterranean,Perishables,0,0,0
12.66,0.57,4.0,0.12,0.083,0.185,North Atlantic,Electronics,0,0,0
15.43,4.73,8.0,3.58,0.283,0.25,English Channel,Chemicals,0,0,0
14.31,6.42,2.0,28.4,0.78,0.29,Red Sea,General,1,0,1
16.0,11.3,4.0,2.94,0.163,0.273,Indian Ocean,Electronics,0,0,0
15.53,1.76,6.0,5.98,0.392,0.395,North Atlantic,General,1,0,0
19.94,0.1,8.0,7.07,0.048,0.527,Open Ocean,Chemicals,1,0,0
14.48,2.97,6.0,0.19,0.102,0.258,South China Sea,General,0,0,0
14.41,23.85,8.0,1.12,0.443,0.327,Red Sea,Automotive,0,0,0
11.09,0.93,6.0,6.56,0.678,0.39,Pacific,Chemicals,1,0,0
10.43,3.95,4.0,2.47,0.365,0.185,Strait of Malacca,Electronics,0,0,0
12.19,0.86,4.0,0.05,0.039,0.083,Pacific,General,0,0,0
18.01,6.04,8.0,3.09,0.109,0.446,Indian Ocean,Electronics,0,0,0
15.53,17.54,4.0,1.71,0.314,0.024,North Atlantic,Electronics,0,1,0
18.65,4.2,4.0,0.31,0.597,0.455,Strait of Malacca,Automotive,0,0,0
7.21,1.29,8.0,30.95,0.133,0.444,Mediterranean,Perishables,1,0,0
11.02,14.5,6.0,0.44,0.176,0.154,South China Sea,Chemicals,0,0,0
15.78,5.83,6.0,6.21,0.342,0.294,Cape of Good Hope,Electronics,1,0,0
17.97,3.21,8.0,6.59,0.023,0.094,Atlantic,Perishables,1,0,0
15.24,5.74,4.0,7.93,0.328,0.189,North Atlantic,Electronics,1,0,0
11.26,1.25,2.0,2.21,0.003,0.041,Mediterranean,Perishables,0,0,0
10.57,3.49,4.0,1.99,0.547,0.371,English Channel,Electronics,0,0,0
14.76,3.9,8.0,1.52,0.57,0.508,Red Sea,Automotive,0,0,0
16.24,4.84,4.0,7.69,0.658,0.164,Cape of Good Hope,Automotive,1,0,0
16.58,1.58,2.0,0.63,0.157,0.259,Cape of Good Hope,Perishables,0,0,0
16.34,14.55,8.0,3.99,0.351,0.081,English Channel,Chemicals,0,0,0
11.65,0.55,6.0,3.13,0.352,0.082,Atlantic,General,0,0,0
8.77,0.64,8.0,1.43,0.026,0.271,Cape of Good Hope,Chemicals,0,0,0
8.24,10.49,8.0,4.14,0.776,0.253,Open Ocean,Automotive,1,0,0
13.52,17.93,8.0,0.16,0.34,0.446,North Atlantic,Chemicals,0,0,0
18.77,3.3,4.0,4.14,0.022,0.223,Open Ocean,Automotive,1,0,0
13.41,1.68,4.0,1.02,0.202,0.107,Pacific,Chemicals,0,0,0
16.63,4.33,8.0,7.02,0.306,0.543,Mediterranean,Chemicals,1,0,0
15.22,2.05,2.0,2.92,0.322,0.277,Open Ocean,Automotive,0,0,0
13.09,0.38,6.0,28.19,0.607,0.288,Mediterranean,General,1,0,1
8.79,0.64,4.0,1.09,0.459,0.053,Arabian Sea,Perishables,0,0,0
13.14,3.09,8.0,6.4,0.218,0.203,South China Sea,Perishables,1,0,0
13.5,1.48,4.0,0.06,0.282,0.051,Pacific,Automotive,0,0,0
14.74,2.53,4.0,1.9,0.261,0.147,Cape of Good Hope,Automotive,0,0,0
12.79,0.66,4.0,7.83,0.92,0.426,Red Sea,Automotive,1,0,1
15.92,3.48,8.0,1.15,0.001,0.545,South China Sea,Chemicals,0,0,0
9.2,14.3,6.0,0.75,0.011,0.274,North Atlantic,Automotive,0,0,0
16.5,0.78,2.0,3.82,0.564,0.21,Red Sea,Perishables,0,0,0
17.97,0.24,8.0,1.3,0.069,0.412,Atlantic,Perishables,0,0,0
12.48,10.45,4.0,0.59,0.086,0.322,Indian Ocean,Perishables,0,0,0
12.77,1.1,2.0,5.87,0.036,0.174,Pacific,Automotive,1,0,0
16.95,14.42,8.0,0.77,0.104,0.164,North Atlantic,Automotive,0,0,0
13.48,0.52,6.0,1.33,0.19,0.465,Mediterranean,Perishables,0,0,0
11.96,4.99,8.0,0.49,0.041,0.505,Mediterranean,Chemicals,0,0,0
14.9,2.16,6.0,0.1,0.006,0.294,Arabian Sea,Perishables,0,0,0
12.13,4.19,6.0,1.53,0.274,0.572,Cape of Good Hope,Perishables,0,0,0
15.19,1.09,2.0,0.41,0.386,0.064,Suez Canal,Chemicals,0,0,0
15.09,0.4,2.0,0.21,0.044,0.308,South China Sea,Electronics,0,0,0
13.14,1.84,6.0,5.39,0.472,0.201,English Channel,Chemicals,1,0,0
13.9,1.5,4.0,8.85,0.727,0.722,Open Ocean,Perishables,1,0,1
16.37,0.2,2.0,2.3,0.05,0.118,Arabian Sea,Perishables,0,0,0
16.09,8.52,8.0,0.69,0.204,0.29,Strait of Malacca,Perishables,0,0,0
18.55,0.71,2.0,0.77,0.16,0.441,Cape of Good Hope,Automotive,0,0,0
12.71,8.85,8.0,0.27,0.274,0.593,South China Sea,General,0,0,0
7.3,6.44,2.0,3.83,0.353,0.467,Mediterranean,General,0,0,0
15.5,8.41,4.0,1.67,0.269,0.547,Mediterranean,Chemicals,0,0,0
10.08,7.17,4.0,4.22,0.277,0.188,Indian Ocean,Perishables,1,0,0
15.61,4.72,4.0,1.0,0.116,0.294,Pacific,Automotive,0,0,0
11.31,6.62,4.0,2.71,0.203,0.451,Atlantic,Automotive,0,0,0
18.84,3.4,4.0,1.62,0.246,0.248,Yellow Sea,Automotive,0,0,0
15.73,0.18,4.0,1.84,0.262,0.057,Pacific,General,0,0,0
13.05,0.67,4.0,11.5,0.556,0.441,Strait of Malacca,General,1,0,0
20.31,2.56,2.0,0.75,0.391,0.544,Cape of Good Hope,Perishables,0,0,0
14.86,2.03,8.0,1.61,0.017,0.38,Pacific,General,0,0,0
16.74,2.24,6.0,1.63,0.034,0.124,North Atlantic,Perishables,0,0,0
16.11,1.15,2.0,2.14,0.046,0.211,English Channel,Chemicals,0,0,0
18.4,1.28,2.0,3.29,0.056,0.314,Atlantic,Electronics,0,0,0
15.47,0.62,8.0,0.81,0.121,0.244,Mediterranean,General,0,0,0
12.26,0.13,8.0,1.43,0.099,0.05,Cape of Good Hope,Perishables,0,0,0
12.53,18.77,6.0,26.21,0.621,0.253,Red Sea,Electronics,1,0,1
17.08,1.24,6.0,1.63,0.501,0.37,Suez Canal,Automotive,0,0,0
13.2,14.27,8.0,5.21,0.442,0.182,Red Sea,General,1,0,0
13.41,1.57,4.0,5.76,0.084,0.191,Mediterranean,General,1,0,0
12.8,0.06,2.0,1.83,0.323,0.306,Atlantic,Automotive,0,0,0
13.3,4.3,4.0,1.15,0.761,0.141,Suez Canal,Automotive,0,0,0
14.89,4.46,4.0,2.5,0.023,0.33,Open Ocean,Electronics,0,0,0
13.58,0.29,6.0,0.47,0.229,0.379,Mediterranean,Chemicals,0,0,0
20.86,11.73,8.0,0.81,0.024,0.396,North Atlantic,Chemicals,0,0,0
18.03,0.87,4.0,4.15,0.023,0.542,Pacific,Electronics,1,0,0
12.63,4.29,4.0,1.27,0.575,0.529,Atlantic,Chemicals,0,0,0
16.46,0.7,4.0,0.0,0.174,0.089,Arabian Sea,Automotive,0,0,0
15.01,5.0,6.0,4.5,0.196,0.323,Mediterranean,Automotive,1,0,0
15.14,1.25,2.0,3.2,0.003,0.089,Indian Ocean,Electronics,0,0,0
14.15,2.79,8.0,0.63,0.549,0.559,Red Sea,Perishables,0,0,0
15.83,3.98,8.0,0.58,0.373,0.201,English Channel,General,0,0,0
8.55,13.06,8.0,5.27,0.159,0.068,Indian Ocean,General,1,0,0
13.52,9.09,6.0,3.04,0.056,0.493,Indian Ocean,Chemicals,0,0,0
12.78,2.62,2.0,0.84,0.104,0.271,Pacific,Chemicals,0,0,0
13.18,8.34,8.0,1.05,0.002,0.439,English Channel,Chemicals,0,0,0
17.25,5.07,6.0,0.42,0.084,0.654,Arabian Sea,General,0,0,0
13.08,1.38,6.0,22.88,0.803,0.226,Strait of Malacca,General,1,0,1
16.9,6.65,6.0,1.02,0.083,0.486,North Atlantic,General,0,0,0
12.7,8.18,6.0,6.21,0.524,0.365,Cape of Good Hope,Perishables,1,0,0
11.92,0.62,8.0,0.09,0.092,0.074,Mediterranean,Perishables,0,0,0
12.61,0.11,6.0,2.18,0.04,0.227,Open Ocean,Automotive,0,0,0
16.33,30.34,8.0,0.27,0.104,0.192,Cape of Good Hope,General,0,0,0
16.47,8.51,6.0,3.55,0.263,0.142,Yellow Sea,Perishables,0,0,0
13.81,14.62,8.0,3.76,0.134,0.368,North Atlantic,Perishables,0,0,0
11.11,4.87,4.0,2.53,0.019,0.316,Cape of Good Hope,Electronics,0,0,0
11.5,12.77,8.0,0.62,0.189,0.185,South China Sea,Automotive,0,0,0
17.65,2.22,4.0,6.84,0.365,0.129,Open Ocean,Perishables,1,0,0
16.4,0.43,6.0,1.79,0.075,0.444,Indian Ocean,Chemicals,0,0,0
15.0,4.43,6.0,2.94,0.385,0.132,Red Sea,Automotive,0,0,0
10.16,0.28,4.0,0.31,0.045,0.1,North Atlantic,Electronics,0,0,0
14.85,6.88,2.0,1.74,0.017,0.295,Pacific,General,0,0,0
12.24,5.75,8.0,4.51,0.452,0.274,Atlantic,Perishables,1,0,0
16.63,14.49,8.0,3.69,0.184,0.13,Pacific,Perishables,0,0,0
10.58,5.67,8.0,3.63,0.176,0.272,North Atlantic,Automotive,0,0,0
11.68,4.36,6.0,1.31,0.582,0.107,Strait of Malacca,General,0,0,0
15.22,2.93,4.0,4.97,0.633,0.1,Suez Canal,Electronics,1,0,0
14.81,2.17,2.0,5.73,0.496,0.25,South China Sea,Perishables,1,0,0
17.71,0.71,6.0,2.85,0.195,0.029,South China Sea,Perishables,0,0,0
15.9,0.57,2.0,1.26,0.03,0.515,Atlantic,General,0,0,0
14.81,8.26,2.0,0.36,0.221,0.095,Pacific,Electronics,0,1,0
18.55,4.76,6.0,2.78,0.081,0.039,Atlantic,Perishables,0,0,0
